id,text,aspect,polarity
627,after really enjoying ourselves at the bar we sat down at a table and had dinner .,dinner,neutral
3219,"fabulous service , fantastic food , and a chilled out atmosphere and environment .",service,positive
3219,"fabulous service , fantastic food , and a chilled out atmosphere and environment .",food,positive
3219,"fabulous service , fantastic food , and a chilled out atmosphere and environment .",atmosphere,positive
3219,"fabulous service , fantastic food , and a chilled out atmosphere and environment .",environment,positive
2787,try the lorgnette appetizer .,lorgnette appetizer,positive
604,i liked the beer selection !,beer selection,positive
2911,"great food , good size menu , great service and an unpretentious setting .",menu,positive
2911,"great food , good size menu , great service and an unpretentious setting .",service,positive
3074,go here for a romantic dinner but not for an all out wow dining experience .,dinner,positive
3074,go here for a romantic dinner but not for an all out wow dining experience .,dining,positive
1074,i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds .,dosa,neutral
912,wine list selection is good and wine by the glass was generously filled to the top .,wine list selection,positive
912,wine list selection is good and wine by the glass was generously filled to the top .,wine by the glass,positive
728,"with the great variety on the menu , i eat here often and never get bored .",menu,positive
2925,the menu is very limited - i think we counted 4 or 5 entrees .,menu,negative
2925,the menu is very limited - i think we counted 4 or 5 entrees .,entrees,negative
3436,the menu is limited but almost all of the dishes are excellent .,menu,negative
3273,not too crazy about their sake martini .,sake martini,negative
1215,"great bagels , spreads and a good place to hang out in .",bagels,positive
1215,"great bagels , spreads and a good place to hang out in .",spreads,positive
282,one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests .,table,neutral
3249,"unfortunately , the food is outstanding , but everything else about this restaurant is the pits .",food,positive
672,"dip the ingredients in with your chopsticks , swirl them around , and eat .",ingredients,neutral
672,"dip the ingredients in with your chopsticks , swirl them around , and eat .",chopsticks,neutral
2972,first went here to enjoy their garden terrace .,garden terrace,positive
1755,the pizza was pretty good and huge .,pizza,positive
2277,"the cuisine from what i 've gathered is authentic taiwanese , though its very different from what i 've been accustomed to in taipei .",cuisine,neutral
3680,i almost hesitate to write a review because the atmosphere was so great and i would hate for it too become to crowded .,atmosphere,positive
3155,they are often crowded on the weekends but they are efficient and accurate with their service .,service,positive
3155,they are often crowded on the weekends but they are efficient and accurate with their service .,crowded,negative
1688,all my co-workers were amazed at how small the dish was .,dish,negative
598,"the atmosphere is unheralded , the service impeccable , and the food magnificent .",atmosphere,positive
598,"the atmosphere is unheralded , the service impeccable , and the food magnificent .",service,positive
2926,"we ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",grilled branzino,negative
3083,"the wait staff is friendly , and the food has gotten better and better !",wait staff,positive
3083,"the wait staff is friendly , and the food has gotten better and better !",food,positive
2977,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",vibe,positive
2977,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",french food,positive
2977,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",packed,negative
2604,right off the l in brooklyn this is a nice cozy place with good pizza .,pizza,positive
2604,right off the l in brooklyn this is a nice cozy place with good pizza .,place,positive
2960,le pere pinard has a $ 15 ore theater menu that is outstanding .,ore theater menu,positive
1383,i also ordered for delivery and the restaurant forgot half the order .,delivery,negative
892,our server checked on us maybe twice during the entire meal .,server,negative
892,our server checked on us maybe twice during the entire meal .,meal,neutral
2936,the strong scents coming from the left and right of me negatively affected my taste buds .,scents,negative
1197,"had we been stalling i could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a check yet !",check,negative
2274,"though the spider roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .",shell crab,positive
2804,deep fried skewers are good and still rare to find in nyc .,deep fried skewers,positive
194,"i have tried to make reservations , but both times , the hostess did n't have my name .",reservations,neutral
194,"i have tried to make reservations , but both times , the hostess did n't have my name .",hostess,negative
148,i also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,rice dishes,positive
148,i also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,congee ( rice porridge ),positive
856,"an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",chef,positive
856,"an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",fish dishes,positive
856,"an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",soups,positive
856,"an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",kitchen,positive
856,"an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",cuisine,positive
2033,"if you love wine and cheese and delicious french fare , you 'll love artisanal !",wine,positive
2033,"if you love wine and cheese and delicious french fare , you 'll love artisanal !",french fare,positive
2033,"if you love wine and cheese and delicious french fare , you 'll love artisanal !",cheese,positive
1402,i love indian food and consider myself to be quite an expert on it .,indian food,positive
439,some baby pizzas get their wish .,baby pizzas,neutral
2053,overall a oh ya even though there is waiting it is def worth it,waiting,negative
3316,the lava cake dessert was incredible and i recommend it .,lava cake dessert,positive
433,vt is what baby pizzas hope to be when they grow up .,baby pizzas,neutral
738,"from the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",service,negative
738,"from the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",food,negative
738,"from the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",managers,negative
1549,lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for four dollars .,food,positive
1798,the last time i went we were seated at a table in a corridor next to the kitchen .,table,negative
2941,good selection of wines ranging from affordable to high end .,selection of wines,positive
2921,not impressed with the food .,food,negative
1909,the entire dining experience was wonderful !,dining experience,positive
1878,the wine selection ( by the glass and bottle ) is wonderful and i always recommend that friends make a reservation if they 're going to be in town .,wine selection,positive
1878,the wine selection ( by the glass and bottle ) is wonderful and i always recommend that friends make a reservation if they 're going to be in town .,reservation,neutral
858,service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d ' apologized and regularly kept us apprised of progress .,service,positive
858,service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d ' apologized and regularly kept us apprised of progress .,maitre,positive
858,service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d ' apologized and regularly kept us apprised of progress .,reservation,negative
3376,"order the pang duck , it 's fantastic .",pang duck,positive
173,"food is usually very good , though occasionally i wondered about freshness of raw vegetables in side orders .",raw vegetables,negative
1836,"other than the crappy service from two individuals , it 's great .",service,negative
1404,they have authentic indian at amazin prices .,indian,positive
1404,they have authentic indian at amazin prices .,prices,positive
1819,ambiance relaxed and stylish .,ambiance,positive
2639,"luckily we saved room for the bbq salmon , sea bass and crispy duck .",bbq salmon,positive
2639,"luckily we saved room for the bbq salmon , sea bass and crispy duck .",sea bass,positive
2639,"luckily we saved room for the bbq salmon , sea bass and crispy duck .",crispy duck,positive
1474,"yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",ingredients,positive
1474,"yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",ingredients,positive
1474,"yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",pizza,negative
1474,"yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",crust,neutral
2059,and yes dal bukhara is so dam good and so are all the kebabs .,kebabs,positive
2059,and yes dal bukhara is so dam good and so are all the kebabs .,dal bukhara,positive
926,i look forward to eating here again,eating,positive
2385,i 've been coming here as a child and always come back for the taste .,taste,positive
2498,tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,meal,positive
2498,tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,price,positive
2469,"a glass of leaping lizard , a glass of prosecco , and the mussels had everything happy .",glass of prosecco,positive
2469,"a glass of leaping lizard , a glass of prosecco , and the mussels had everything happy .",mussels,positive
2469,"a glass of leaping lizard , a glass of prosecco , and the mussels had everything happy .",glass of leaping lizard,positive
567,"food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",food,neutral
567,"food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",sugar,negative
3517,the food always tastes fresh and served promptly .,food,positive
3517,the food always tastes fresh and served promptly .,served,positive
1599,the pizza here is delicious .,pizza,positive
2548,"pizza and garlic knots are great as well , i order from them quite often and the delivery is always super quick !",pizza,positive
2548,"pizza and garlic knots are great as well , i order from them quite often and the delivery is always super quick !",garlic knots,positive
759,"for great chinese food nearby , you have wu liang ye and grand sichuan just a block away .",chinese food,positive
3175,but who says murray 's is anything about service .,service,neutral
1352,hats off to the chef .,chef,positive
3537,"service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique seeming teapot , for one ) in the restaurant experience .",service,negative
3537,"service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique seeming teapot , for one ) in the restaurant experience .",teapot,positive
1743,"the pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzeria 's .",cheese,negative
1321,its an excellent place to relax and the food is one of the best in the city of new york .,place,positive
1321,its an excellent place to relax and the food is one of the best in the city of new york .,food,positive
2907,"service is friendly , and never had a problem walking in and getting a table .",getting a table,positive
1890,the atmosphere was crowded but it was a great bistro type vibe .,bistro type vibe,positive
2588,"first off , the waitress was completely inattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .",waitress,negative
2588,"first off , the waitress was completely inattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .",tables,neutral
3130,the food was bland oily .,food,negative
709,"what is even better , is that the prices are very affordable as well , and the food is really good .",prices,positive
709,"what is even better , is that the prices are very affordable as well , and the food is really good .",food,positive
1198,the fish is fresh but the variety of fish is nothing out of ordinary .,fish,positive
1198,the fish is fresh but the variety of fish is nothing out of ordinary .,variety of fish,negative
2302,"our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",pesto pizza,positive
2302,"our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",house salad,positive
2302,"our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",bottle of wine,positive
2302,"our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",meal,positive
1110,"and Bruno , the beverage manager is the best bartender i have yet to come across .",bartender,positive
973,"ambiance and music funky , which i enjoy .",ambiance,positive
2132,"the food , drinks and service are clearly among the best in the city .",food,positive
2132,"the food , drinks and service are clearly among the best in the city .",drinks,positive
2132,"the food , drinks and service are clearly among the best in the city .",service,positive
231,i went there in late afternoon for some bite size food and refreshment with my date .,food,neutral
231,i went there in late afternoon for some bite size food and refreshment with my date .,refreshment,neutral
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",ambiance,positive
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",service,positive
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",foods,positive
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",tastes,positive
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",soldier,positive
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",captain,positive
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",back waiters,positive
2988,"last time i went here , the waitress did n't come back after taking our order .",waitress,negative
3092,try the tandoori salmon !,tandoori salmon,positive
3686,"eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .",atmosphere,positive
1922,"granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .",service,positive
2454,i love the atmosphere @ peep !,atmosphere,positive
603,the service was attentive and her suggestions of menu items was right on the mark .,service,positive
603,the service was attentive and her suggestions of menu items was right on the mark .,menu items,positive
678,the other night we had the $ 30 three course meal and everything was delicious - if i could of licked the plate clean i would of .,three course meal,positive
1830,"even after getting pushed out by the no class famous ray 's , sal has risen again to carry on his father 's uncle 's legacies with a smile , true love for his community , and let 's not forget the outstanding pizza !",pizza,positive
2521,"the environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .",environment,positive
2521,"the environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .",food,negative
2521,"the environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .",service,negative
1918,"we had crawfish boiled and despite making a mess , it was a ton of fun and quite tasty as well .",crawfish boiled,positive
2930,i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion .,reservation,neutral
887,what came to our table was burned beyond recognition and stringy .,table,neutral
2448,i had the pad thai and the noodles were sticky .,pad thai,negative
2448,i had the pad thai and the noodles were sticky .,noodles,negative
3244,"so i 've never actually been to m proper , but i 've had it delivered a few times .",delivered,neutral
1478,"among all of the new 5th avenue restaurants , this offers by far one of the best values for your money .",values for your money,positive
1413,"frankly , when you compare what you can have here for lunch , versus mads or so many other sandwich shops in the city , there is no comparison .",lunch,positive
3129,the hostess is rude to the point of being offensive .,hostess,negative
2271,"if you 're craving for haru 's great food , especially the house roll , but ca n't stand the wait building outside , head across the street to their sake bar !",food,positive
1554,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",corridor,negative
1554,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",space,negative
1554,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",counters,negative
1554,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",counter,negative
1554,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",entrees,neutral
2306,the food is great .,food,positive
1975,succulent steaks cooked precisely to your desired oneness ' accompanied by salads and sides that do n't look like leafy road kill .,steaks,positive
1975,succulent steaks cooked precisely to your desired oneness ' accompanied by salads and sides that do n't look like leafy road kill .,salads,positive
1975,succulent steaks cooked precisely to your desired oneness ' accompanied by salads and sides that do n't look like leafy road kill .,sides,positive
3699,"lunch came with nickels and slaw , no extra charge .",lunch,positive
3699,"lunch came with nickels and slaw , no extra charge .",nickels and slaw,neutral
2875,decent wine at reasonable prices .,wine,positive
2875,decent wine at reasonable prices .,prices,positive
2513,even the wine by the glass was good .,wine by the glass,positive
809,would have rather tried terrace in the sky or water club for that price,price,negative
3655,"i also ordered the change mojito , which was out of this world .",change mojito,positive
2098,okay service .,service,neutral
1624,the only thing more wonderful than the food ( which is exceptional ) is the service .,food,positive
1624,the only thing more wonderful than the food ( which is exceptional ) is the service .,service,positive
2377,"the food was just awful , atrocious actually .",food,negative
338,the soup for the udon was soy sauce and water .,soy sauce,neutral
338,the soup for the udon was soy sauce and water .,water,neutral
1630,"the anti pasta was excellent , especially the calamari , as were the filling pasta mains .",anti pasta,positive
1630,"the anti pasta was excellent , especially the calamari , as were the filling pasta mains .",filling pasta mains,positive
1907,the waitress suggested glasses of wine that went very well with the food .,waitress,positive
1907,the waitress suggested glasses of wine that went very well with the food .,food,neutral
1907,the waitress suggested glasses of wine that went very well with the food .,glasses of wine,positive
1535,"they might be all business at the counter when you give your order , but their food says i love you .",food,positive
1535,"they might be all business at the counter when you give your order , but their food says i love you .",counter,negative
3202,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",sushi,positive
3202,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",ceviche mix ( special ),positive
3202,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",crab dumplings,positive
3202,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",sushi,positive
3202,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",rolls,positive
3202,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",sake,positive
449,try their plain pizza with fresh garlic or eggplant .,plain pizza,positive
449,try their plain pizza with fresh garlic or eggplant .,garlic,positive
449,try their plain pizza with fresh garlic or eggplant .,eggplant,positive
585,good luck getting a table .,getting a table,negative
345,the service is awful .,service,negative
1494,"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes , i ca n't wait !",takeout menu,positive
1494,"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes , i ca n't wait !",menu,positive
1494,"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes , i ca n't wait !",italian dishes,positive
3194,"i am not the most experienced person when it comes to thai food , but my friend who took me there is .",thai food,neutral
2393,regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes .,hostess,positive
1278,the pizza is good though .,pizza,positive
620,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumpkin tortellini .",beers,positive
620,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumpkin tortellini .",food,positive
620,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumpkin tortellini .",pumpkin tortellini,positive
620,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumpkin tortellini .",dish,positive
3541,they did n't give us the dinner special until we asked for it .,dinner special,negative
865,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,crabmeat lasagna,positive
865,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,chocolate bread pudding,positive
865,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,dessert,positive
375,"word of advice , save room for pasta dishes and never leave until you 've had the tiramisu .",pasta dishes,positive
375,"word of advice , save room for pasta dishes and never leave until you 've had the tiramisu .",tiramisu,positive
2126,very good service and very good prices .,prices,positive
2078,i recently went to this restaurant with some co-workers for lunch and had an amazing time .,lunch,neutral
846,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",service,positive
846,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",staff,positive
846,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",menu,neutral
846,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",meal,neutral
1578,our food was great too !,food,positive
1319,"the most annoying thing , though , is the fact that the servers seem to be trained to drive revenue .",servers,negative
1175,"get your food to go , find a bench , and kick back with a plate of dumplings .",food,neutral
1175,"get your food to go , find a bench , and kick back with a plate of dumplings .",plate of dumplings,positive
1115,"please try the filet mignon , its just the most tender piece ever .",filet mignon,positive
34,"we were still sitting at the bar while we drank the sangria , but facing away from the bar when we turned back around , the $ 2 was gone the people next to us said the bartender took it .",sangria,neutral
34,"we were still sitting at the bar while we drank the sangria , but facing away from the bar when we turned back around , the $ 2 was gone the people next to us said the bartender took it .",bar,neutral
34,"we were still sitting at the bar while we drank the sangria , but facing away from the bar when we turned back around , the $ 2 was gone the people next to us said the bartender took it .",bar,neutral
395,the sake menu should not be overlooked !,sake menu,positive
3102,the drinks are amazing and half off till 8pm .,drinks,positive
1969,"the service , wine selection , ambiance are all outstanding and deserve recognition .",service,positive
1969,"the service , wine selection , ambiance are all outstanding and deserve recognition .",wine selection,positive
1969,"the service , wine selection , ambiance are all outstanding and deserve recognition .",ambiance,positive
763,"we were seated promptly as we had reservations , however after that the service was slow .",service,negative
754,"it 's really also the service , is good and the waiters are friendly .",service,positive
754,"it 's really also the service , is good and the waiters are friendly .",waiters,positive
691,"the food was pretty good , but a little flavorless and the portions very small , including dessert .",dessert,negative
691,"the food was pretty good , but a little flavorless and the portions very small , including dessert .",portions,negative
247,lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there .,food,positive
2823,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",food,positive
2649,this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,dinner meeting,neutral
2396,all the nyu students love this place so it makes for a fun young atmosphere .,atmosphere,positive
139,the food here does a great service to the name ( cantonese that is ... ) .,cantonese,positive
841,"but , nothing stands out about the cooking .",cooking,neutral
3477,joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .,food,positive
3477,joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .,atmosphere,positive
90,the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .,prix fixe menu,positive
90,the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .,quality,positive
